Country,Date,Event,Event Type
Slovakia,2020-03-12,Stay at home [1]: recommended,Stay at home
Slovakia,2020-03-13,International travel [4]: Total border closure,International travel
Slovakia,2020-03-13,Workplace closure [2]: required closing for some,Workplace closure
Slovakia,2020-03-14,Public transport [1]: recommended closure or volume reduction,Public transport
Slovakia,2020-03-16,Internal movement [1]: recommended refrain,Internal movement
Slovakia,2020-04-08,Internal movement [2]: required restriction,Internal movement
Slovakia,2020-04-08,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Slovakia,2020-04-08,Stay at home [2]: required with exception,Stay at home
Slovakia,2020-04-14,Internal movement [1]: recommended refrain,Internal movement
Slovakia,2020-04-14,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Slovakia,2020-04-14,Stay at home [1]: recommended,Stay at home
Slovakia,2020-06-01,School closure [2]: required closing for some,School closure
Slovakia,2020-06-03,Public events [0]: no measures,Public events
Slovakia,2020-06-03,Workplace closure [0]: no measures,Workplace closure
Slovakia,2020-06-05,International travel [3]: Ban on high-risk regions,International travel
Slovakia,2020-06-10,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Slovakia,2020-06-14,Stay at home [0]: no measures,Stay at home
Slovakia,2020-06-20,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Slovakia,2020-07-27,Public transport [0]: no measures,Public transport
Slovakia,2020-08-16,Internal movement [0]: no measures,Internal movement
Slovakia,2020-08-16,International travel [3]: Ban on high-risk regions,International travel
Slovakia,2020-08-25,School closure [1]: recommended closing,School closure
Slovakia,2020-09-01,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Slovakia,2020-09-03,Public events [1]: recommended cancellation,Public events
Slovakia,2020-09-11,Internal movement [1]: recommended refrain,Internal movement
Slovakia,2020-09-25,International travel [1]: screening,International travel
Slovakia,2020-10-01,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Slovakia,2020-10-01,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Slovakia,2020-10-05,Internal movement [0]: no measures,Internal movement
Slovakia,2020-10-05,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Slovakia,2020-10-05,Public events [2]: required cancellation,Public events
Slovakia,2020-10-05,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Slovakia,2020-10-12,School closure [2]: required closing for some,School closure
Slovakia,2020-10-13,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Slovenia,2020-01-01,International travel [0]: no measures,International travel
Slovenia,2020-01-01,Public campaign [0]: no measures,Public campaign
Slovenia,2020-01-01,Public events [0]: no measures,Public events
Slovenia,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Slovenia,2020-01-01,School closure [0]: no measures,School closure
Slovenia,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Slovenia,2020-03-04,Public campaign [2]: coordinated public information campaign,Public campaign
Slovenia,2020-03-07,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Slovenia,2020-03-10,International travel [3]: Ban on high-risk regions,International travel
Slovenia,2020-03-14,Stay at home [1]: recommended,Stay at home
Slovenia,2020-03-16,Public transport [2]: required closure,Public transport
Slovenia,2020-03-16,School closure [3]: required closing for all,School closure
Slovenia,2020-03-19,Public events [2]: required cancellation,Public events
Slovenia,2020-03-19,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Slovenia,2020-03-20,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Slovenia,2020-03-30,Internal movement [2]: required restriction,Internal movement
Slovenia,2020-04-20,Workplace closure [2]: required closing for some,Workplace closure
Slovenia,2020-04-30,Internal movement [0]: no measures,Internal movement
Slovenia,2020-05-11,Public transport [0]: no measures,Public transport
Slovenia,2020-05-14,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Slovenia,2020-05-14,Stay at home [0]: no measures,Stay at home
Slovenia,2020-05-18,School closure [2]: required closing for some,School closure
Slovenia,2020-05-18,Workplace closure [0]: no measures,Workplace closure
Slovenia,2020-06-02,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Slovenia,2020-06-03,School closure [0]: no measures,School closure
Slovenia,2020-07-20,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Slovenia,2020-07-20,Workplace closure [2]: required closing for some,Workplace closure
Slovenia,2020-10-02,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Slovenia,2020-10-09,School closure [1]: recommended closing,School closure
Slovenia,2020-10-15,School closure [2]: required closing for some,School closure
Solomon Islands,2020-01-01,International travel [0]: no measures,International travel
Solomon Islands,2020-01-01,Public campaign [0]: no measures,Public campaign
Solomon Islands,2020-01-01,Public events [0]: no measures,Public events
Solomon Islands,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Solomon Islands,2020-01-01,School closure [0]: no measures,School closure
Solomon Islands,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Solomon Islands,2020-02-06,International travel [3]: Ban on high-risk regions,International travel
Solomon Islands,2020-03-18,Public campaign [2]: coordinated public information campaign,Public campaign
Solomon Islands,2020-03-20,Internal movement [1]: recommended refrain,Internal movement
Solomon Islands,2020-03-20,School closure [3]: required closing for all,School closure
Solomon Islands,2020-03-23,Public events [1]: recommended cancellation,Public events
Solomon Islands,2020-03-23,Workplace closure [2]: required closing for some,Workplace closure
Solomon Islands,2020-04-10,Internal movement [2]: required restriction,Internal movement
Solomon Islands,2020-04-12,Internal movement [1]: recommended refrain,Internal movement
Solomon Islands,2020-04-27,School closure [2]: required closing for some,School closure
Solomon Islands,2020-05-20,Internal movement [2]: required restriction,Internal movement
Solomon Islands,2020-05-20,Public transport [2]: required closure,Public transport
Solomon Islands,2020-05-20,Stay at home [3]: required with minimal exception,Stay at home
Solomon Islands,2020-05-20,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Solomon Islands,2020-05-23,Internal movement [1]: recommended refrain,Internal movement
Solomon Islands,2020-05-23,Public transport [0]: no measures,Public transport
Solomon Islands,2020-05-23,Stay at home [0]: no measures,Stay at home
Solomon Islands,2020-05-23,Workplace closure [2]: required closing for some,Workplace closure
Solomon Islands,2020-05-25,School closure [0]: no measures,School closure
Solomon Islands,2020-07-28,International travel [4]: Total border closure,International travel
Solomon Islands,2020-07-28,Stay at home [1]: recommended,Stay at home
Solomon Islands,2020-08-12,International travel [3]: Ban on high-risk regions,International travel
Solomon Islands,2020-09-04,International travel [4]: Total border closure,International travel
Solomon Islands,2020-09-30,Stay at home [0]: no measures,Stay at home
Solomon Islands,2020-10-12,Public transport [1]: recommended closure or volume reduction,Public transport
Somalia,2020-01-01,Internal movement [0]: no measures,Internal movement
Somalia,2020-01-01,International travel [0]: no measures,International travel
Somalia,2020-01-01,Public campaign [0]: no measures,Public campaign
Somalia,2020-01-01,Public events [0]: no measures,Public events
Somalia,2020-01-01,Public transport [0]: no measures,Public transport
Somalia,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Somalia,2020-03-14,International travel [3]: Ban on high-risk regions,International travel
Somalia,2020-03-18,International travel [4]: Total border closure,International travel
Somalia,2020-03-19,Public campaign [2]: coordinated public information campaign,Public campaign
Somalia,2020-03-19,Public events [2]: required cancellation,Public events
Somalia,2020-03-19,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Somalia,2020-03-21,School closure [3]: required closing for all,School closure
Somalia,2020-04-11,Stay at home [1]: recommended,Stay at home
Somalia,2020-04-11,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Somalia,2020-05-29,Public gatherings [0]: no measures,Public gatherings
Somalia,2020-05-29,Workplace closure [0]: no measures,Workplace closure
Somalia,2020-06-23,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Somalia,2020-07-01,Public events [0]: no measures,Public events
Somalia,2020-07-01,Public gatherings [0]: no measures,Public gatherings
Somalia,2020-07-01,Stay at home [0]: no measures,Stay at home
Somalia,2020-08-03,International travel [1]: screening,International travel
Somalia,2020-08-15,School closure [0]: no measures,School closure
Somalia,2020-08-30,Internal movement [2]: required restriction,Internal movement
Somalia,2020-08-30,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Somalia,2020-08-30,School closure [2]: required closing for some,School closure
Somalia,2020-09-11,School closure [0]: no measures,School closure
Somalia,2020-09-11,Stay at home [2]: required with exception,Stay at home
Somalia,2020-09-25,International travel [3]: Ban on high-risk regions,International travel
South Africa,2020-01-01,Internal movement [0]: no measures,Internal movement
South Africa,2020-01-01,International travel [0]: no measures,International travel
South Africa,2020-01-01,Public campaign [0]: no measures,Public campaign
South Africa,2020-01-01,Stay at home [0]: no measures,Stay at home
South Africa,2020-01-23,International travel [1]: screening,International travel
South Africa,2020-03-05,Public campaign [2]: coordinated public information campaign,Public campaign
South Africa,2020-03-15,Internal movement [1]: recommended refrain,Internal movement
South Africa,2020-03-16,Public events [2]: required cancellation,Public events
South Africa,2020-03-16,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
South Africa,2020-03-18,International travel [3]: Ban on high-risk regions,International travel
South Africa,2020-03-18,School closure [3]: required closing for all,School closure
South Africa,2020-03-26,Internal movement [2]: required restriction,Internal movement
South Africa,2020-03-26,International travel [4]: Total border closure,International travel
South Africa,2020-03-26,Public transport [1]: recommended closure or volume reduction,Public transport
South Africa,2020-03-26,Stay at home [2]: required with exception,Stay at home
South Africa,2020-03-26,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
South Africa,2020-05-01,Workplace closure [2]: required closing for some,Workplace closure
South Africa,2020-06-01,Stay at home [1]: recommended,Stay at home
South Africa,2020-06-08,School closure [2]: required closing for some,School closure
South Africa,2020-07-12,Stay at home [2]: required with exception,Stay at home
South Africa,2020-08-18,Internal movement [1]: recommended refrain,Internal movement
South Africa,2020-08-18,Public gatherings [4]: restrictions less than 10 people,Public gatherings
South Africa,2020-08-24,School closure [1]: recommended closing,School closure
South Africa,2020-09-20,Internal movement [0]: no measures,Internal movement
South Africa,2020-09-20,Public events [1]: recommended cancellation,Public events
South Africa,2020-09-20,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
South Africa,2020-09-20,Public transport [0]: no measures,Public transport
South Africa,2020-09-20,Workplace closure [1]: recommended closing (or work from home),Workplace closure
South Africa,2020-10-01,International travel [3]: Ban on high-risk regions,International travel
South Africa,2020-10-01,School closure [0]: no measures,School closure
South Korea,2020-01-01,International travel [0]: no measures,International travel
South Korea,2020-01-01,Public campaign [0]: no measures,Public campaign
South Korea,2020-01-01,Public events [0]: no measures,Public events
South Korea,2020-01-01,Public gatherings [0]: no measures,Public gatherings
South Korea,2020-01-01,Stay at home [0]: no measures,Stay at home
South Korea,2020-01-01,Workplace closure [0]: no measures,Workplace closure
South Korea,2020-01-31,Public events [1]: recommended cancellation,Public events
South Korea,2020-02-01,Public campaign [2]: coordinated public information campaign,Public campaign
South Korea,2020-02-03,School closure [2]: required closing for some,School closure
South Korea,2020-02-04,International travel [3]: Ban on high-risk regions,International travel
South Korea,2020-02-06,School closure [3]: required closing for all,School closure
South Korea,2020-02-21,Public events [2]: required cancellation,Public events
South Korea,2020-02-21,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
South Korea,2020-02-23,Internal movement [1]: recommended refrain,Internal movement
South Korea,2020-02-23,Stay at home [1]: recommended,Stay at home
South Korea,2020-02-24,Workplace closure [1]: recommended closing (or work from home),Workplace closure
South Korea,2020-03-21,Internal movement [2]: required restriction,Internal movement
South Korea,2020-03-21,Stay at home [2]: required with exception,Stay at home
South Korea,2020-03-22,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
South Korea,2020-03-22,Workplace closure [2]: required closing for some,Workplace closure
South Korea,2020-04-04,Public gatherings [4]: restrictions less than 10 people,Public gatherings
South Korea,2020-04-06,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
South Korea,2020-04-18,Internal movement [1]: recommended refrain,Internal movement
South Korea,2020-04-18,Stay at home [1]: recommended,Stay at home
South Korea,2020-04-20,Internal movement [0]: no measures,Internal movement
South Korea,2020-04-20,Public events [1]: recommended cancellation,Public events
South Korea,2020-04-20,Public gatherings [0]: no measures,Public gatherings
South Korea,2020-04-20,Stay at home [0]: no measures,Stay at home
South Korea,2020-04-20,Workplace closure [2]: required closing for some,Workplace closure
South Korea,2020-05-20,School closure [2]: required closing for some,School closure
South Korea,2020-05-29,Internal movement [1]: recommended refrain,Internal movement
South Korea,2020-05-29,Public events [2]: required cancellation,Public events
South Korea,2020-05-29,Public gatherings [4]: restrictions less than 10 people,Public gatherings
South Korea,2020-05-29,School closure [3]: required closing for all,School closure
South Korea,2020-05-29,Stay at home [1]: recommended,Stay at home
South Korea,2020-07-04,International travel [2]: Quarantine arrivals from high-risk regions,International travel
South Korea,2020-07-11,Public events [1]: recommended cancellation,Public events
South Korea,2020-08-16,Public events [2]: required cancellation,Public events
South Korea,2020-09-26,School closure [1]: recommended closing,School closure
South Korea,2020-09-28,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
South Korea,2020-10-02,School closure [2]: required closing for some,School closure
South Korea,2020-10-03,Public gatherings [4]: restrictions less than 10 people,Public gatherings
South Korea,2020-10-04,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
South Sudan,2020-01-01,Internal movement [0]: no measures,Internal movement
South Sudan,2020-01-01,International travel [0]: no measures,International travel
South Sudan,2020-01-01,Public campaign [0]: no measures,Public campaign
South Sudan,2020-01-01,Public events [0]: no measures,Public events
South Sudan,2020-01-01,Public gatherings [0]: no measures,Public gatherings
South Sudan,2020-01-01,School closure [0]: no measures,School closure
South Sudan,2020-01-01,Stay at home [0]: no measures,Stay at home
South Sudan,2020-01-01,Workplace closure [0]: no measures,Workplace closure
South Sudan,2020-02-24,International travel [2]: Quarantine arrivals from high-risk regions,International travel
South Sudan,2020-03-13,International travel [3]: Ban on high-risk regions,International travel
South Sudan,2020-03-16,Public campaign [2]: coordinated public information campaign,Public campaign
South Sudan,2020-03-16,Public events [2]: required cancellation,Public events
South Sudan,2020-03-16,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
South Sudan,2020-03-20,School closure [3]: required closing for all,School closure
South Sudan,2020-03-24,International travel [4]: Total border closure,International travel
South Sudan,2020-03-24,Stay at home [1]: recommended,Stay at home
South Sudan,2020-03-25,Workplace closure [1]: recommended closing (or work from home),Workplace closure
South Sudan,2020-03-28,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
South Sudan,2020-03-29,Public transport [1]: recommended closure or volume reduction,Public transport
South Sudan,2020-04-12,Internal movement [2]: required restriction,Internal movement
South Sudan,2020-04-18,Stay at home [2]: required with exception,Stay at home
South Sudan,2020-05-07,Public transport [0]: no measures,Public transport
South Sudan,2020-05-08,Workplace closure [2]: required closing for some,Workplace closure
South Sudan,2020-05-12,International travel [2]: Quarantine arrivals from high-risk regions,International travel
South Sudan,2020-05-29,International travel [4]: Total border closure,International travel
South Sudan,2020-05-29,Public transport [2]: required closure,Public transport
South Sudan,2020-07-08,Internal movement [1]: recommended refrain,Internal movement
South Sudan,2020-07-08,Stay at home [1]: recommended,Stay at home
South Sudan,2020-08-06,International travel [3]: Ban on high-risk regions,International travel
South Sudan,2020-08-06,Stay at home [2]: required with exception,Stay at home
South Sudan,2020-08-19,Workplace closure [1]: recommended closing (or work from home),Workplace closure
South Sudan,2020-09-10,Public transport [1]: recommended closure or volume reduction,Public transport
South Sudan,2020-09-22,Internal movement [0]: no measures,Internal movement
South Sudan,2020-09-22,International travel [1]: screening,International travel
South Sudan,2020-09-22,Public events [1]: recommended cancellation,Public events
South Sudan,2020-09-22,Public transport [0]: no measures,Public transport
South Sudan,2020-09-22,Stay at home [0]: no measures,Stay at home
South Sudan,2020-09-22,Workplace closure [0]: no measures,Workplace closure
South Sudan,2020-10-01,School closure [2]: required closing for some,School closure
Spain,2020-01-01,International travel [0]: no measures,International travel
Spain,2020-01-01,Public campaign [0]: no measures,Public campaign
Spain,2020-01-01,Public events [0]: no measures,Public events
Spain,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Spain,2020-01-01,School closure [0]: no measures,School closure
Spain,2020-01-31,Public campaign [2]: coordinated public information campaign,Public campaign
Spain,2020-03-09,Internal movement [1]: recommended refrain,Internal movement
Spain,2020-03-09,School closure [3]: required closing for all,School closure
Spain,2020-03-09,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Spain,2020-03-10,International travel [3]: Ban on high-risk regions,International travel
Spain,2020-03-10,Public events [2]: required cancellation,Public events
Spain,2020-03-10,Public gatherings [1]: restrictions above 1000 people,Public gatherings
Spain,2020-03-14,Public transport [1]: recommended closure or volume reduction,Public transport
Spain,2020-03-14,Stay at home [2]: required with exception,Stay at home
Spain,2020-03-14,Workplace closure [2]: required closing for some,Workplace closure
Spain,2020-03-17,International travel [4]: Total border closure,International travel
Spain,2020-03-30,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Spain,2020-03-30,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Spain,2020-05-22,Workplace closure [2]: required closing for some,Workplace closure
Spain,2020-05-26,School closure [2]: required closing for some,School closure
Spain,2020-05-27,Stay at home [1]: recommended,Stay at home
Spain,2020-06-01,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Spain,2020-06-08,Public transport [0]: no measures,Public transport
Spain,2020-06-08,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Spain,2020-06-21,Internal movement [0]: no measures,Internal movement
Spain,2020-06-21,International travel [3]: Ban on high-risk regions,International travel
Spain,2020-06-21,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Spain,2020-06-21,Stay at home [0]: no measures,Stay at home
Spain,2020-06-21,Workplace closure [0]: no measures,Workplace closure
Spain,2020-07-04,Internal movement [2]: required restriction,Internal movement
Spain,2020-07-04,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Spain,2020-07-04,Stay at home [1]: recommended,Stay at home
Spain,2020-07-15,Stay at home [2]: required with exception,Stay at home
Spain,2020-07-15,Workplace closure [2]: required closing for some,Workplace closure
Spain,2020-08-10,Stay at home [1]: recommended,Stay at home
Spain,2020-09-07,School closure [0]: no measures,School closure
Sri Lanka,2020-01-01,Internal movement [0]: no measures,Internal movement
Sri Lanka,2020-01-01,International travel [0]: no measures,International travel
Sri Lanka,2020-01-01,Public campaign [0]: no measures,Public campaign
Sri Lanka,2020-01-01,Public events [0]: no measures,Public events
Sri Lanka,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Sri Lanka,2020-01-01,Stay at home [0]: no measures,Stay at home
Sri Lanka,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Sri Lanka,2020-01-26,International travel [1]: screening,International travel
Sri Lanka,2020-01-28,Public campaign [1]: public officials urging caution,Public campaign
Sri Lanka,2020-02-24,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Sri Lanka,2020-03-13,School closure [2]: required closing for some,School closure
Sri Lanka,2020-03-14,International travel [3]: Ban on high-risk regions,International travel
Sri Lanka,2020-03-14,Public campaign [2]: coordinated public information campaign,Public campaign
Sri Lanka,2020-03-14,Public events [2]: required cancellation,Public events
Sri Lanka,2020-03-14,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Sri Lanka,2020-03-16,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Sri Lanka,2020-03-18,Internal movement [2]: required restriction,Internal movement
Sri Lanka,2020-03-18,School closure [3]: required closing for all,School closure
Sri Lanka,2020-03-18,Stay at home [3]: required with minimal exception,Stay at home
Sri Lanka,2020-03-19,International travel [4]: Total border closure,International travel
Sri Lanka,2020-03-23,Public transport [2]: required closure,Public transport
Sri Lanka,2020-04-18,Public gatherings [0]: no measures,Public gatherings
Sri Lanka,2020-04-18,Public transport [1]: recommended closure or volume reduction,Public transport
Sri Lanka,2020-04-22,Workplace closure [2]: required closing for some,Workplace closure
Sri Lanka,2020-05-11,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Sri Lanka,2020-05-11,Stay at home [2]: required with exception,Stay at home
Sri Lanka,2020-05-11,Workplace closure [0]: no measures,Workplace closure
Sri Lanka,2020-05-13,Public transport [2]: required closure,Public transport
Sri Lanka,2020-05-26,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Sri Lanka,2020-06-08,Internal movement [0]: no measures,Internal movement
Sri Lanka,2020-06-08,Public transport [0]: no measures,Public transport
Sri Lanka,2020-06-11,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Sri Lanka,2020-06-28,Stay at home [1]: recommended,Stay at home
Sri Lanka,2020-07-06,School closure [2]: required closing for some,School closure
Sri Lanka,2020-07-13,School closure [3]: required closing for all,School closure
Sri Lanka,2020-07-27,School closure [2]: required closing for some,School closure
Sri Lanka,2020-08-01,International travel [1]: screening,International travel
Sri Lanka,2020-08-19,Public events [0]: no measures,Public events
Sri Lanka,2020-08-19,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Sri Lanka,2020-08-20,School closure [0]: no measures,School closure
Sri Lanka,2020-09-10,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Sudan,2020-01-01,International travel [0]: no measures,International travel
Sudan,2020-01-01,Public campaign [0]: no measures,Public campaign
Sudan,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Sudan,2020-01-01,Stay at home [0]: no measures,Stay at home
Sudan,2020-01-28,Public campaign [1]: public officials urging caution,Public campaign
Sudan,2020-03-13,Public campaign [2]: coordinated public information campaign,Public campaign
Sudan,2020-03-14,Public events [2]: required cancellation,Public events
Sudan,2020-03-14,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Sudan,2020-03-14,School closure [3]: required closing for all,School closure
Sudan,2020-03-14,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Sudan,2020-03-16,International travel [4]: Total border closure,International travel
Sudan,2020-03-23,Internal movement [1]: recommended refrain,Internal movement
Sudan,2020-03-23,Stay at home [1]: recommended,Stay at home
Sudan,2020-03-26,Public transport [2]: required closure,Public transport
Sudan,2020-04-13,Internal movement [2]: required restriction,Internal movement
Sudan,2020-04-18,Stay at home [2]: required with exception,Stay at home
Sudan,2020-04-18,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Sudan,2020-07-08,Public transport [1]: recommended closure or volume reduction,Public transport
Sudan,2020-07-08,Stay at home [1]: recommended,Stay at home
Sudan,2020-07-08,Workplace closure [2]: required closing for some,Workplace closure
Sudan,2020-07-13,International travel [3]: Ban on high-risk regions,International travel
Sudan,2020-08-19,Public transport [2]: required closure,Public transport
Sudan,2020-09-01,Internal movement [1]: recommended refrain,Internal movement
Sudan,2020-09-01,Public transport [0]: no measures,Public transport
Sudan,2020-09-08,Stay at home [2]: required with exception,Stay at home
Sudan,2020-09-11,Internal movement [0]: no measures,Internal movement
Sudan,2020-09-19,Stay at home [1]: recommended,Stay at home
Sudan,2020-09-25,Public campaign [1]: public officials urging caution,Public campaign
Sudan,2020-09-26,Stay at home [0]: no measures,Stay at home
Sudan,2020-10-09,Internal movement [2]: required restriction,Internal movement
Sudan,2020-10-09,Public events [1]: recommended cancellation,Public events
Suriname,2020-01-01,Internal movement [0]: no measures,Internal movement
Suriname,2020-01-01,International travel [0]: no measures,International travel
Suriname,2020-01-01,Public campaign [0]: no measures,Public campaign
Suriname,2020-01-01,Public events [0]: no measures,Public events
Suriname,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Suriname,2020-01-01,School closure [0]: no measures,School closure
Suriname,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Suriname,2020-03-13,Public events [2]: required cancellation,Public events
Suriname,2020-03-14,International travel [4]: Total border closure,International travel
Suriname,2020-03-14,Public campaign [2]: coordinated public information campaign,Public campaign
Suriname,2020-03-16,Internal movement [2]: required restriction,Internal movement
Suriname,2020-03-16,School closure [3]: required closing for all,School closure
Suriname,2020-03-28,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Suriname,2020-03-28,Stay at home [2]: required with exception,Stay at home
Suriname,2020-04-06,Public transport [2]: required closure,Public transport
Suriname,2020-05-10,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Suriname,2020-05-20,Public events [1]: recommended cancellation,Public events
Suriname,2020-05-24,Stay at home [1]: recommended,Stay at home
Suriname,2020-05-26,Stay at home [2]: required with exception,Stay at home
Suriname,2020-05-30,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Suriname,2020-05-31,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Suriname,2020-06-04,Public events [2]: required cancellation,Public events
Suriname,2020-06-04,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Suriname,2020-06-21,Internal movement [0]: no measures,Internal movement
Suriname,2020-06-21,Workplace closure [2]: required closing for some,Workplace closure
Suriname,2020-07-05,Internal movement [2]: required restriction,Internal movement
Suriname,2020-07-26,Stay at home [1]: recommended,Stay at home
Suriname,2020-07-27,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Suriname,2020-08-10,Stay at home [2]: required with exception,Stay at home
Suriname,2020-08-11,International travel [4]: Total border closure,International travel
Suriname,2020-08-28,Stay at home [3]: required with minimal exception,Stay at home
Suriname,2020-09-11,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Suriname,2020-09-15,Internal movement [0]: no measures,Internal movement
Suriname,2020-09-15,Public transport [0]: no measures,Public transport
Suriname,2020-09-15,Stay at home [2]: required with exception,Stay at home
Suriname,2020-09-15,Workplace closure [2]: required closing for some,Workplace closure
Suriname,2020-09-28,International travel [3]: Ban on high-risk regions,International travel
Suriname,2020-10-01,School closure [2]: required closing for some,School closure
Suriname,2020-10-06,Internal movement [2]: required restriction,Internal movement
Suriname,2020-10-06,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Suriname,2020-10-06,School closure [1]: recommended closing,School closure
Swaziland,2020-01-01,Internal movement [0]: no measures,Internal movement
Swaziland,2020-01-01,International travel [0]: no measures,International travel
Swaziland,2020-01-01,Public campaign [0]: no measures,Public campaign
Swaziland,2020-01-01,Public events [0]: no measures,Public events
Swaziland,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Swaziland,2020-01-01,School closure [0]: no measures,School closure
Swaziland,2020-01-01,Stay at home [0]: no measures,Stay at home
Swaziland,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Swaziland,2020-01-29,International travel [1]: screening,International travel
Swaziland,2020-02-15,Public campaign [1]: public officials urging caution,Public campaign
Swaziland,2020-02-29,Public campaign [2]: coordinated public information campaign,Public campaign
Swaziland,2020-03-14,Public events [1]: recommended cancellation,Public events
Swaziland,2020-03-17,Internal movement [1]: recommended refrain,Internal movement
Swaziland,2020-03-17,International travel [3]: Ban on high-risk regions,International travel
Swaziland,2020-03-17,Public events [2]: required cancellation,Public events
Swaziland,2020-03-17,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Swaziland,2020-03-17,School closure [3]: required closing for all,School closure
Swaziland,2020-03-27,Internal movement [2]: required restriction,Internal movement
Swaziland,2020-03-27,International travel [4]: Total border closure,International travel
Swaziland,2020-03-27,Public transport [2]: required closure,Public transport
Swaziland,2020-03-27,Stay at home [2]: required with exception,Stay at home
Swaziland,2020-03-27,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Swaziland,2020-04-03,Workplace closure [2]: required closing for some,Workplace closure
Swaziland,2020-04-16,Public transport [1]: recommended closure or volume reduction,Public transport
Swaziland,2020-07-08,School closure [2]: required closing for some,School closure
Swaziland,2020-08-18,Internal movement [1]: recommended refrain,Internal movement
Swaziland,2020-08-18,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Swaziland,2020-08-18,Stay at home [1]: recommended,Stay at home
Swaziland,2020-08-18,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Swaziland,2020-10-02,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Sweden,2020-01-01,Internal movement [0]: no measures,Internal movement
Sweden,2020-01-01,International travel [0]: no measures,International travel
